,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
1442,FCEQN-5464,2,1.0,27,S,0.0,P,1.0,NC,-1.0,-1,-1.0,1
1443,FCEQN-5658,1,1.0,28,S,0.0,A,1.0,NC,2.0,1,5.0,1
1444,FCEQN-1939,1,1.0,32,S,0.0,P,1.0,NC,4.0,-1,1.0,8
1445,FCEQN-5819,2,1.0,26,S,0.0,A,1.0,NC,4.0,-1,1.0,1
1446,FCEQN-6207,2,1.0,25,N,0.0,A,1.0,NC,-1.0,-1,1.0,4
1447,FCEQN-5457,1,1.0,26,S,1.0,A,1.0,NC,1.0,1,5.0,2
1448,FCEQN-5119,1,1.0,29,S,1.0,A,1.0,NC,1.0,1,5.0,2
1449,FCEQN-5200,1,1.0,27,N,1.0,P,1.0,NC,2.0,4,1.0,2
1450,FCEQN-5264,2,1.0,27,S,0.0,A,1.0,NC,2.0,3,3.0,2
1451,FCEQN-5322,1,1.0,27,N,0.0,P,1.0,NC,-1.0,-1,-1.0,2
1452,FCEQN-5399,1,1.0,28,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1453,FCEQN-5414,1,1.0,27,N,0.0,A,1.0,NC,-1.0,-1,-1.0,6
1454,FCEQN-5470,1,1.0,27,N,1.0,A,1.0,NC,1.0,1,3.0,3
1455,FCEQN-5471,1,1.0,28,N,0.0,P,1.0,NC,1.0,3,5.0,1
1456,FCEQN-4521,2,1.0,29,S,1.0,P,1.0,Si,1.0,3,5.0,0
1457,FCEQN-4710,1,1.0,29,S,1.0,A,1.0,No,4.0,3,5.0,2
1459,FCEQN-5911,1,1.0,26,S,2.0,A,1.0,NC,-1.0,-1,1.0,1
1460,FCEQN-5967,2,1.0,26,N,2.0,P,1.0,NC,1.0,-1,1.0,3
1461,FCEQN-6060,2,1.0,26,S,1.0,A,1.0,NC,1.0,4,5.0,4
1462,FCEQN-6107,2,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
1463,FCEQN-6313,2,1.0,26,N,1.0,A,1.0,NC,1.0,-1,-1.0,3
1464,FCEQN-3438,1,1.0,30,N,0.0,P,1.0,No,1.0,1,5.0,4
1465,FCEQN-6066,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,3
1466,FCEQN-4402,2,1.0,33,N,1.0,P,1.0,No,2.0,4,5.0,7
1467,FCEQN-5908,2,1.0,25,S,1.0,A,1.0,NC,-1.0,4,5.0,3
1468,FCEQN-5835,2,1.0,25,S,0.0,P,1.0,NC,1.0,-1,1.0,2
1469,FCEQN-6377,2,1.0,25,N,1.0,A,1.0,NC,-1.0,4,7.0,3
1470,FCEQN-5447,1,1.0,32,S,1.0,P,1.0,NC,-1.0,-1,-1.0,4
1471,FCEQN-2653,2,1.0,31,N,0.0,A,1.0,No,1.0,3,4.0,0
1472,FCEQN-4305,2,1.0,29,N,1.0,A,1.0,No,4.0,-1,5.0,5
1473,FCEQN-4656,1,1.0,27,N,0.0,P,1.0,Si,1.0,5,5.0,16
1474,FCEQN-5657,1,1.0,29,N,1.0,A,1.0,NC,1.0,3,5.0,2
1475,FCEQN-5660,1,1.0,26,S,1.0,A,1.0,NC,1.0,3,4.0,5
1476,FCEQN-6322,2,1.0,26,S,0.0,A,1.0,NC,-1.0,3,5.0,2
1477,FCEQN-6456,1,1.0,26,N,1.0,A,1.0,NC,1.0,-1,-1.0,3
1478,FCEQN-3969,1,1.0,31,S,1.0,P,1.0,No,1.0,3,5.0,3
1479,FCEQN-4980,1,1.0,27,N,2.0,A,1.0,No,1.0,3,3.0,4
1480,FCEQN-5179,1,1.0,31,S,1.0,A,1.0,NC,1.0,3,5.0,4
1481,FCEQN-5315,1,1.0,37,N,1.0,P,1.0,NC,1.0,3,5.0,6
1482,FCEQN-5764,1,1.0,27,N,1.0,A,1.0,NC,-1.0,-1,-1.0,5
1483,FCEQN-5944,2,1.0,28,N,2.0,A,1.0,NC,-1.0,-1,-1.0,10
1484,FCEQN-5994,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,1.0,2
1485,FCEQN-6220,1,1.0,25,S,1.0,P,1.0,NC,1.0,-1,-1.0,4
1486,FCEQN-6320,2,1.0,25,N,1.0,A,1.0,NC,1.0,4,5.0,5
1487,FCEQN-4275,1,1.0,30,S,1.0,P,1.0,1,4.0,3,5.0,8
1488,FCEQN-5590,2,1.0,27,N,2.0,A,1.0,NC,1.0,3,5.0,4
1489,FCEQN-5893,2,1.0,31,N,2.0,A,2.0,NC,-1.0,-1,1.0,4
1490,FCEQN-6372,1,1.0,26,S,1.0,P,1.0,NC,1.0,3,7.0,2
1491,FCEQN-6373,1,1.0,26,N,2.0,P,1.0,NC,-1.0,3,7.0,0
1492,FCEQN-5107,2,1.0,29,N,0.0,A,1.0,NC,1.0,3,3.0,0
1493,FCEQN-5569,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1494,FCEQN-5824,2,1.0,31,N,2.0,A,1.0,NC,-1.0,-1,1.0,0
1495,FCEQN-5859,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,1.0,4
1496,FCEQN-5693,2,1.0,27,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1497,FCEQN-6333,2,1.0,26,N,1.0,P,1.0,NC,1.0,1,5.0,2
1498,FCEQN-6466,1,1.0,25,N,1.0,P,1.0,NC,2.0,1,5.0,4
1499,FCEQN-5270,1,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1500,FCEQN-5991,2,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,1.0,3
1501,FCEQN-5185,2,1.0,26,N,2.0,P,1.0,NC,1.0,1,4.0,2
1502,FCEQN-5837,2,1.0,30,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1503,FCEQN-6092,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,1.0,4
1504,FCEQN-5042,2,1.0,27,N,1.0,A,1.0,No,4.0,1,5.0,1
1505,FCEQN-6213,1,1.0,25,S,0.0,A,1.0,NC,1.0,-1,-1.0,4
1506,FCEQN-5230,2,1.0,27,S,0.0,A,1.0,NC,1.0,3,5.0,4
1507,FCEQN-5133,2,1.0,31,N,1.0,A,1.0,NC,-1.0,-1,-1.0,16
1508,FCEQN-5452,1,1.0,27,S,1.0,A,1.0,NC,1.0,4,5.0,5
1509,FCEQN-5664,2,1.0,27,S,2.0,P,1.0,NC,-1.0,-1,-1.0,3
1510,FCEQN-5921,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
1511,FCEQN-6420,2,1.0,26,S,2.0,P,1.0,NC,-1.0,4,5.0,7
1512,FCEQN-5936,1,1.0,29,S,0.0,A,1.0,NC,2.0,-1,1.0,7
1513,FCEQN-5818,2,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
1514,FCEQN-5987,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,1.0,1
1515,FCEQN-6460,1,1.0,25,N,1.0,P,1.0,NC,3.0,4,5.0,0
1516,FCEQN-5199,2,1.0,27,N,0.0,A,1.0,NC,-1.0,1,7.0,4
1517,FCEQN-5130,2,1.0,27,S,2.0,A,1.0,NC,1.0,1,5.0,3
1518,FCEQN-5995,2,1.0,26,N,0.0,P,1.0,NC,1.0,-1,1.0,3
1519,FCEQN-6005,2,1.0,25,N,2.0,P,1.0,NC,-1.0,-1,1.0,2
1520,FCEQN-5787,1,1.0,29,S,1.0,A,1.0,NC,-1.0,-1,-1.0,7
1521,FCEQN-5296,2,1.0,26,S,1.0,A,1.0,NC,-1.0,1,5.0,2
1522,FCEQN-5884,2,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,-1.0,4
1523,FCEQN-5941,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
1524,FCEQN-6175,1,1.0,26,N,2.0,P,1.0,NC,-1.0,4,2.0,2
1525,FCEQN-5138,2,1.0,26,N,1.0,P,1.0,NC,4.0,1,5.0,5
1526,FCEQN-5829,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,1.0,3
1527,FCEQN-6022,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
1528,FCEQN-5832,2,1.0,29,N,1.0,P,1.0,NC,-1.0,3,3.0,1
1529,FCEQN-6156,2,1.0,25,S,0.0,P,1.0,NC,-1.0,-1,1.0,6
1530,FCEQN-4707,2,1.0,27,S,0.0,A,1.0,Si,4.0,4,5.0,1
1531,FCEQN-5284,1,1.0,27,N,2.0,P,1.0,NC,2.0,1,3.0,2
1532,FCEQN-5449,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
1533,FCEQN-5591,1,1.0,28,N,0.0,P,1.0,NC,4.0,1,4.0,1
1534,FCEQN-5984,1,1.0,26,N,2.0,A,1.0,NC,-1.0,3,3.0,1
1535,5130,2,1.0,38,S,0.0,A,1.0,No,1.0,1,3.0,0
1536,FCEQN-4497,2,1.0,28,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
1537,FCEQN-5288,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1538,FCEQN-5468,1,1.0,28,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
1539,FCEQN-5958,2,1.0,25,N,2.0,P,1.0,NC,-1.0,3,5.0,1
1540,FCEQN-4871,2,1.0,27,S,1.0,A,1.0,No,2.0,3,3.0,5
1541,FCEQN-5266,2,1.0,26,S,2.0,A,1.0,NC,1.0,3,7.0,5
1542,FCEQN-6204,1,1.0,26,S,1.0,A,1.0,NC,1.0,1,5.0,1
1543,FCEQN-6285,2,1.0,28,N,1.0,A,1.0,NC,2.0,-1,4.0,2
1544,FCEQN-6451,1,1.0,26,N,2.0,P,1.0,NC,2.0,-1,-1.0,1
1545,FCEQN-6000,2,1.0,25,S,2.0,P,1.0,NC,-1.0,-1,-1.0,2
1546,FCEQN-5479,2,1.0,30,S,1.0,A,1.0,NC,2.0,3,5.0,4
1547,FCEQN-5946,2,1.0,25,S,1.0,A,1.0,NC,-1.0,3,7.0,2
1548,FCEQN-5030,2,1.0,27,N,1.0,A,1.0,No,3.0,1,5.0,6
1549,FCEQN-5058,1,1.0,28,N,1.0,P,1.0,No,1.0,3,5.0,4
1550,FCEQN-5453,2,1.0,26,N,2.0,P,1.0,NC,2.0,1,5.0,3
1551,FCEQN-5945,2,1.0,26,S,1.0,A,1.0,NC,-1.0,3,5.0,4
1552,FCEQN-5983,2,1.0,26,N,1.0,P,1.0,NC,-1.0,3,4.0,0
1553,FCEQN-5739,2,1.0,29,N,1.0,A,1.0,NC,1.0,1,5.0,1
1554,FCEQN-5982,1,1.0,29,S,1.0,A,1.0,NC,-1.0,1,7.0,5
1555,FCEQN-5839,2,1.0,31,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1556,FCEQN-6483,2,1.0,25,S,2.0,P,1.0,NC,3.0,-1,1.0,1
1557,FCEQN-4,1,1.0,34,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
1558,FCEQN-6492,1,1.0,30,S,0.0,A,1.0,NC,1.0,-1,-1.0,1
1559,FCEQN-6496,1,1.0,27,S,2.0,A,1.0,NC,1.0,-1,-1.0,4
1560,FCEQN-6497,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,1.0,4
1561,FCEQN-6499,2,1.0,25,N,1.0,A,1.0,NC,3.0,-1,1.0,1
1562,FCEQN-6500,1,1.0,25,S,0.0,A,1.0,NC,4.0,4,5.0,1
1563,FCEQN-6501,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,1.0,1
1564,FCEQN-6504,1,1.0,25,S,0.0,A,1.0,NC,1.0,4,3.0,3
1565,FCEQN-6503,1,1.0,32,N,2.0,A,1.0,NC,-1.0,-1,-1.0,2
1566,FCEQN-6505,1,1.0,27,N,1.0,P,1.0,NC,-1.0,1,5.0,3
1567,FCEQN-6506,1,1.0,33,S,0.0,A,1.0,NC,1.0,4,3.0,2
1568,FCEQN-6511,1,1.0,24,S,2.0,A,1.0,NC,-1.0,4,3.0,1
1569,FCEQN-6512,1,1.0,25,N,1.0,A,1.0,NC,1.0,4,3.0,3
1570,FCEQN-6513,1,1.0,24,N,0.0,A,1.0,NC,1.0,4,5.0,2
1571,FCEQN-6514,1,1.0,27,S,0.0,A,1.0,NC,1.0,4,3.0,1
1572,FCEQN-6515,2,1.0,24,N,1.0,A,1.0,NC,1.0,4,3.0,2
1573,FCEQN-6516,1,1.0,41,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1574,FCEQN-6517,1,1.0,25,S,1.0,A,1.0,NC,1.0,-1,-1.0,2
1575,FCEQN-6518,2,1.0,25,S,1.0,P,1.0,NC,2.0,4,5.0,3
1576,FCEQN-6521,2,1.0,25,N,2.0,A,1.0,NC,-1.0,4,3.0,4
1577,FCEQN-6522,1,1.0,31,N,1.0,A,2.0,NC,1.0,4,1.0,0
1578,FCEQN-6523,2,1.0,25,N,1.0,P,1.0,NC,-1.0,4,5.0,1
1579,FCEQN-6524,1,1.0,25,N,1.0,P,1.0,NC,1.0,4,5.0,2
1580,FCEQN-6526,1,1.0,26,S,0.0,A,1.0,NC,-1.0,4,3.0,3
1581,FCEQN-6528,1,1.0,25,N,1.0,A,1.0,NC,1.0,4,5.0,0
1582,FCEQN-6529,2,1.0,25,N,1.0,A,1.0,NC,2.0,4,5.0,4
1583,FCEQN-6530,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
1584,FCEQN-6533,2,1.0,25,N,1.0,P,1.0,NC,-1.0,4,1.0,1
1585,FCEQN-6536,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,-1.0,4
1586,FCEQN-6537,2,1.0,61,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
1587,FCEQN-6539,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1588,FCEQN-6541,1,1.0,30,S,2.0,A,1.0,NC,-1.0,4,3.0,2
1589,FCEQN-6542,2,1.0,30,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1590,FCEQN-6543,2,1.0,38,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1591,FCEQN-6544,1,1.0,25,S,1.0,A,1.0,NC,1.0,-1,-1.0,3
1592,FCEQN-6545,1,1.0,26,S,0.0,A,1.0,NC,1.0,4,5.0,2
1594,FCEQN-6548,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,4
1595,FCEQN-6549,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1596,FCEQN-6550,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
1597,FCEQN-6551,1,1.0,37,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
1598,FCEQN-6552,1,1.0,39,S,0.0,A,2.0,NC,1.0,4,3.0,1
1599,FCEQN-5866,2,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
1600,FCEQN-6555,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
1601,FCEQN-5918,2,1.0,25,N,0.0,A,1.0,NC,1.0,4,2.0,3
1602,FCEQN-6556,1,1.0,28,S,2.0,A,1.0,NC,-1.0,-1,-1.0,4
1603,FCEQN-6559,1,1.0,29,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
1604,FCEQN-6560,2,1.0,25,S,2.0,A,1.0,NC,-1.0,4,4.0,3
1605,FCEQN-6561,2,1.0,25,N,2.0,P,1.0,NC,-1.0,4,5.0,1
1606,FCEQN-6562,1,1.0,25,N,2.0,P,1.0,NC,-1.0,4,4.0,0
1607,FCEQN-6563,2,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1608,FCEQN-6564,1,1.0,24,S,0.0,A,1.0,NC,-1.0,1,5.0,0
1609,FCEQN-6566,1,1.0,25,N,1.0,A,1.0,NC,2.0,4,5.0,0
1610,FCEQN-6569,1,1.0,26,S,2.0,A,1.0,NC,1.0,4,3.0,0
1611,FCEQN-6571,1,1.0,30,S,1.0,A,1.0,NC,1.0,4,3.0,3
1612,FCEQN-6572,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1613,FCEQN-6574,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1614,FCEQN-6575,2,1.0,29,S,0.0,A,1.0,NC,-1.0,4,5.0,2
1615,FCEQN-6576,2,1.0,33,S,0.0,P,1.0,NC,-1.0,4,4.0,5
1616,FCEQN-6577,1,1.0,24,S,0.0,A,1.0,NC,-1.0,4,3.0,0
1617,FCEQN-6578,1,1.0,31,S,2.0,A,1.0,NC,2.0,-1,-1.0,0
1618,FCEQN-6579,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,3.0,2
1619,FCEQN-6580,1,1.0,25,N,1.0,A,1.0,NC,1.0,4,4.0,3
1620,FCEQN-6581,1,1.0,24,S,2.0,A,1.0,NC,1.0,4,3.0,2
1621,FCEQN-6582,1,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1622,FCEQN-6583,2,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,1.0,4
1623,FCEQN-6584,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
1624,FCEQN-6586,2,1.0,24,S,2.0,P,1.0,NC,-1.0,4,5.0,0
1625,FCEQN-6588,1,1.0,24,S,1.0,P,1.0,NC,-1.0,4,5.0,2
1626,FCEQN-6592,1,1.0,24,S,2.0,P,1.0,NC,1.0,4,3.0,0
1627,FCEQN-6593,2,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,-1.0,3
1628,FCEQN-6595,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,-1.0,1
1629,FCEQN-6598,1,1.0,24,N,2.0,P,1.0,NC,-1.0,4,5.0,4
1630,FCEQN-6599,1,1.0,27,S,0.0,A,1.0,NC,1.0,-1,4.0,2
1631,FCEQN-6600,2,1.0,25,S,0.0,P,1.0,NC,-1.0,1,5.0,1
1632,FCEQN-6603,1,1.0,30,S,1.0,A,1.0,NC,-1.0,4,5.0,2
1633,FCEQN-6605,2,1.0,30,N,0.0,A,1.0,NC,-1.0,4,3.0,1
1634,FCEQN-6608,1,1.0,32,N,1.0,P,1.0,NC,-1.0,-1,-1.0,10
1635,FCEQN-6609,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,5.0,1
1636,FCEQN-6610,1,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,1
1637,FCEQN-6611,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
1638,FCEQN-6613,2,1.0,25,S,1.0,P,1.0,NC,-1.0,4,5.0,3
1639,FCEQN-6615,1,1.0,24,N,1.0,A,1.0,NC,1.0,4,4.0,3
1640,FCEQN-6617,1,1.0,28,S,0.0,A,1.0,NC,1.0,4,4.0,4
1641,FCEQN-6619,1,1.0,24,N,2.0,P,1.0,NC,2.0,4,3.0,2
1642,FCEQN-6621,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
1643,FCEQN-6625,1,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
1644,FCEQN-6627,1,1.0,27,S,1.0,A,1.0,NC,1.0,-1,-1.0,2
1645,FCEQN-6628,1,1.0,27,S,1.0,A,1.0,NC,1.0,-1,-1.0,1
1646,FCEQN-6629,1,1.0,24,N,0.0,A,1.0,NC,2.0,1,7.0,1
1647,FCEQN-6630,1,1.0,45,S,0.0,P,2.0,NC,1.0,4,3.0,2
1648,FCEQN-6633,1,1.0,29,S,1.0,A,1.0,NC,1.0,4,3.0,1
1649,FCEQN-6634,1,1.0,24,N,1.0,A,1.0,NC,1.0,4,5.0,1
1650,FCEQN-6637,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
1651,FCEQN-6638,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,3.0,1
1652,FCEQN-6639,1,1.0,26,N,1.0,P,1.0,NC,-1.0,4,3.0,4
1653,FCEQN-6640,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1654,FCEQN-6644,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
1655,FCEQN-6646,1,1.0,25,S,1.0,A,1.0,NC,1.0,4,5.0,0
1656,FCEQN-6648,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
1657,FCEQN-6651,1,1.0,34,N,0.0,P,1.0,NC,-1.0,4,3.0,2
1658,FCEQN-6652,2,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,1.0,1
1659,FCEQN-6654,2,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,-1.0,0
1660,FCEQN-6655,1,1.0,27,S,2.0,P,1.0,NC,-1.0,-1,5.0,3
1661,FCEQN-6660,1,1.0,29,N,1.0,A,3.0,NC,-1.0,1,4.0,3
1662,FCEQN-6661,2,1.0,24,S,0.0,P,3.0,NC,-1.0,3,5.0,1
1663,FCEQN-6662,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1664,FCEQN-6663,1,1.0,25,S,0.0,A,1.0,NC,3.0,4,2.0,1
1665,FCEQN-6664,1,1.0,25,S,1.0,A,1.0,NC,-1.0,4,2.0,0
1666,FCEQN-6665,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,7.0,3
1667,FCEQN-6667,1,1.0,25,N,1.0,A,1.0,NC,-1.0,4,7.0,3
1668,FCEQN-6668,1,1.0,25,S,1.0,A,1.0,NC,1.0,4,5.0,2
1669,FCEQN-6669,1,1.0,25,S,1.0,P,1.0,NC,-1.0,4,5.0,13
1670,FCEQN-6670,1,1.0,26,N,2.0,A,1.0,NC,-1.0,4,3.0,1
1671,FCEQN-6672,1,1.0,27,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
1672,FCEQN-6673,2,2.0,26,N,0.0,A,1.0,NC,1.0,-1,1.0,1
1673,FCEQN-6674,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1674,FCEQN-6675,1,1.0,25,N,1.0,P,1.0,NC,1.0,4,5.0,2
1675,FCEQN-6676,1,1.0,25,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
1676,FCEQN-6677,1,1.0,27,S,2.0,A,1.0,NC,1.0,4,3.0,0
1677,FCEQN-6678,1,1.0,25,S,1.0,P,1.0,NC,-1.0,4,3.0,4
1678,FCEQN-6679,1,1.0,24,S,1.0,P,1.0,NC,-1.0,1,3.0,3
1679,FCEQN-6684,2,1.0,38,N,2.0,P,1.0,NC,-1.0,4,5.0,3
1680,FCEQN-6685,2,1.0,24,N,1.0,A,1.0,NC,-1.0,3,5.0,1
1681,FCEQN-6686,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
1682,FCEQN-6687,1,1.0,24,S,2.0,P,1.0,NC,-1.0,4,4.0,3
1683,FCEQN-6688,2,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1684,FCEQN-6689,2,1.0,29,S,2.0,A,1.0,NC,-1.0,3,4.0,3
1685,FCEQN-6692,1,1.0,28,N,1.0,A,1.0,NC,1.0,1,3.0,0
1686,FCEQN-6693,2,1.0,25,S,1.0,A,1.0,NC,-1.0,3,4.0,0
1687,FCEQN-6694,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,4
1688,FCEQN-6698,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1689,FCEQN-6699,1,1.0,26,N,2.0,A,1.0,NC,-1.0,4,5.0,1
1690,FCEQN-6701,1,1.0,24,N,2.0,A,1.0,NC,-1.0,-1,-1.0,0
1691,FCEQN-6703,2,1.0,24,N,2.0,P,1.0,NC,-1.0,1,5.0,0
1692,FCEQN-6704,1,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1693,FCEQN-6706,2,1.0,24,N,1.0,A,1.0,NC,-1.0,1,5.0,0
1694,FCEQN-6707,1,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,-1.0,2
1695,FCEQN-6709,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
1696,FCEQN-6710,1,1.0,26,N,2.0,A,1.0,NC,1.0,1,5.0,0
1697,FCEQN-6711,1,1.0,27,N,1.0,A,1.0,NC,-1.0,-1,1.0,1
1698,FCEQN-6712,2,1.0,24,S,2.0,A,1.0,NC,-1.0,4,3.0,3
1699,FCEQN-6713,1,1.0,26,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
1700,FCEQN-6716,1,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,-1.0,0
1701,FCEQN-6718,1,2.0,25,N,1.0,A,1.0,NC,1.0,-1,-1.0,6
1702,FCEQN-6720,1,1.0,25,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
1703,FCEQN-6721,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,5.0,1
1704,FCEQN-6722,1,1.0,37,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1705,FCEQN-6726,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
1706,FCEQN-6727,2,1.0,24,N,1.0,P,1.0,NC,-1.0,4,3.0,1
1707,FCEQN-6728,1,1.0,25,N,0.0,P,1.0,NC,1.0,4,3.0,6
1708,FCEQN-6729,1,1.0,24,S,1.0,P,1.0,NC,2.0,4,3.0,2
1709,FCEQN-6730,1,1.0,24,N,2.0,P,1.0,NC,1.0,4,1.0,3
1710,FCEQN-6731,1,1.0,25,N,1.0,P,1.0,NC,-1.0,4,3.0,5
1711,FCEQN-6732,1,1.0,24,S,1.0,P,1.0,NC,-1.0,4,3.0,0
1712,FCEQN-6733,1,1.0,28,N,1.0,A,1.0,NC,-1.0,1,5.0,2
1713,FCEQN-6735,1,1.0,24,N,2.0,A,1.0,NC,-1.0,4,3.0,2
1714,FCEQN-6738,1,1.0,24,N,2.0,A,1.0,NC,-1.0,4,3.0,2
1715,FCEQN-6740,1,1.0,27,N,2.0,A,1.0,NC,1.0,3,5.0,0
1716,FCEQN-6745,1,4.0,25,N,1.0,A,1.0,NC,1.0,4,3.0,3
1717,FCEQN-6748,1,1.0,38,N,1.0,P,1.0,NC,-1.0,4,3.0,3
1718,FCEQN-6750,1,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
1719,FCEQN-6751,1,1.0,25,S,0.0,A,1.0,NC,-1.0,4,3.0,1
1720,FCEQN-6752,2,1.0,47,S,1.0,P,2.0,NC,-1.0,4,5.0,3
1721,FCEQN-6753,1,1.0,26,N,2.0,P,1.0,NC,-1.0,-1,7.0,3
1722,FCEQN-6754,2,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,4
1723,FCEQN-6755,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1724,FCEQN-6756,2,1.0,24,N,1.0,P,1.0,NC,-1.0,4,5.0,2
1725,FCEQN-6757,1,1.0,24,N,0.0,A,1.0,NC,-1.0,4,5.0,3
1726,FCEQN-6758,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,3.0,0
1727,FCEQN-6759,1,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
1728,FCEQN-6760,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,7.0,2
1729,5101,2,1.0,40,S,1.0,P,1.0,NC,-1.0,-1,-1.0,8
1730,FCEQN-5273,1,1.0,27,S,0.0,A,1.0,NC,4.0,3,3.0,1
1731,FCEQN-6761,1,1.0,29,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
